Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
Anaquin Iscaiuoker;iscaiuoker;2022-11-21 15:36:20+00:00;_TOR _olvra  Por esse motivo não acredito no hexa, se tivesse tirado o Tite ou o Neymar e chamado ele o Hexa vinha.;0;1;0;_TOR _olvra For this reason I don't believe in the hexa, if I had taken Tite or Neymar and called him the Hexa would come.;neg;0.4018126470123442;0.598187352987656;negative;0.0;0.58;0.42;NEGATIVE;0.0005941390991210938;0.9994058609008789;0.057571560744369484;Negativo
Lucca Bopp;lucca_bopp;2022-11-21 20:40:21+00:00;Sem clubismo nenhum, mas já estamos no segundo dia da Copa e NINGUÉM falou da ausência do Marcos Guilherme na lista do Tite. Até quando?;0;59;0;No clubism at all, but it's already the second day of the Cup and NOBODY has mentioned Marcos Guilherme's absence from Tite's list. Until when?;neg;0.3683322064389306;0.6316677935610696;negative;0.01;0.8;0.19;NEGATIVE;0.0004470944404602051;0.9995529055595398;0.05846091361712157;Negativo
.;Creytnho2;2022-11-21 14:14:53+00:00; 77 _smorais _ tem a melhor seleção da América disparado e os confrontos contra times minimamente ok tomou sufoco o Tite é ruim treinador medíocre e retranqueiro;0;0;0;77 _smorais _ has the best team in America and the clashes against teams that are minimally ok have suffocated Tite is a bad coach, mediocre and retractable;neg;0.1290414236945355;0.8709585763054664;negative;0.07;0.93;0.0;NEGATIVE;0.000354766845703125;0.9996452331542969;0.05853585105513454;Negativo
Nati 👑;natirivero;2022-11-21 16:26:20+00:00;"Quem xingou o Tite foi a torcida do Flamengo, mas a culpa caiu nele. 
Sendo que ele só confirmou e falou que já tem uma seleção 👀";0;0;0;"Those who cursed Tite were the Flamengo fans, but the blame fell on him.
Since he only confirmed and said that he already has a selection 👀";neg;0.4025434748880738;0.5974565251119285;negative;0.0;1.0;0.0;NEGATIVE;0.005240380764007568;0.9947596192359924;0.05900346234515556;Negativo
Mike Trindade;MikeTrindade5;2022-11-21 21:45:05+00:00;_info Mandou também “ puli-tite” kkk;0;0;0;_info He also sent “puli-tite” lol;neg;0.2915376123977838;0.7084623876022149;neutral;0.03;0.06;0.91;NEGATIVE;0.0012103915214538574;0.9987896084785461;0.0591369136343845;Negativo
poggers;Sergiodosfeudos;2022-11-21 19:57:37+00:00;pq o Pelé não foi convocado Tite?😠;0;0;0;why wasn't Pelé summoned Tite?;neg;0.0679699001490089;0.9320300998509912;negative;0.01;0.93;0.06;NEGATIVE;0.15327376127243042;0.8467262387275696;0.059216774670552814;Negativo
Sylvio Trujillo;sylviotrujillo;2022-11-21 21:37:49+00:00;"""Estratégia pra contratar o Tite daqui a 6 meses""

Se for isso é mais um atestado de incompetência!
O único treinador sério que se submete a ser escudo dessa diretoria irresponsável sem que a torcida chegue até eles é o Tite.
As amizades permeiam essa gestão.";0;21;0;"""Strategy to hire Tite in 6 months""

If so, that's another attestation of incompetence!
The only serious coach who submits to be the shield of this irresponsible board without the fans reaching them is Tite.
Friendships permeate this management.";neg;0.3486126999067956;0.6513873000932006;negative;0.0;0.97;0.03;NEGATIVE;0.03387027978897095;0.966129720211029;0.05947903706924822;Negativo
紅色革𝐙𝐚𝐡𝐞𝐞𝐫命萬歲;ArthurSevero5;2022-11-21 18:51:19+00:00;nao gente, o Tite nao me convocou;0;0;0;No guys, Tite didn't invite me;neg;0.4140707450925208;0.5859292549074794;neutral;0.0;0.16;0.84;NEGATIVE;0.0036613941192626953;0.9963386058807373;0.060199076190149456;Negativo
Erick;gomeserick040;2022-11-21 23:25:46+00:00; Nenhuma kk, Tite não colocar ele;0;1;0;None kk, Tite didn't put him;neg;0.3340134603147893;0.6659865396852109;negative;0.01;0.5;0.49;NEGATIVE;0.023849964141845703;0.9761500358581543;0.06024476979978295;Negativo
@Wagner_Nunes_Pinto;Wagner_N_Pinto;2022-11-21 15:13:32+00:00;"81 Difícil saber, já que talvez Tite, o ""gênio do embromation"", nem o coloque em campo...";0;0;0;"81 Hard to know, since maybe Tite, the ""genius of embromation"", didn't even put him on the field...";neg;0.4205643829087938;0.5794356170912074;negative;0.0;1.0;0.0;NEGATIVE;0.0012943744659423828;0.9987056255340576;0.06045044740581122;Negativo
Jogada 10;PortalJogada10;2022-11-21 15:48:24+00:00;"Técnico da Seleção Brasileira liberou a presença da imprensa no Grand Hamad apenas para acompanhar o aquecimento. Depois, portões fechados

Brasil Tite Qatar2022 CopaDoMundoFIFA Jogada10 J10 PortalJ10 

";0;1;0;"Coach of the Brazilian National Team allowed the press to be present at Grand Hamad just to follow the warm-up. Then closed gates

Brazil Tite Qatar2022World CupFIFA Jogada10 J10 PortalJ10";neg;0.0884596681472498;0.9115403318527469;neutral;0.03;0.04;0.94;NEGATIVE;0.10899746417999268;0.8910025358200073;0.06092208521531931;Negativo
Mari🌙 mariliam;sunwalls91;2022-11-22 00:37:42+00:00;Na moral, se no show do H tiver algum chapéu de cowboy na minha frente, eu vou pedir pra tirar, e se n tirar eu vou meter um tapão no chapéu q ele vai voar até a cabeça do Tite lá no catar;0;0;0;Seriously, if at H's show there's a cowboy hat in front of me, I'll ask you to take it off, and if you don't, I'll slap the hat and it'll fly to Tite's head in Qatar;neg;0.3284219783040394;0.6715780216959584;negative;0.02;0.5;0.48;NEGATIVE;0.009017646312713623;0.9909823536872864;0.0609224672756381;Negativo
william andrades;tigeermountain;2022-11-21 14:15:05+00:00;equivale também ao lance dos jogadores bolsonaristas. quem vai definir qual deve ser o alinhamento político dos convocados pelo tite, você? se ele convoca apenas quem é alinhado com políticas progressistas, petistas, sei la o que voce quer, no fim do dia eu ia lá na copa jogar.;0;0;0;it is also equivalent to the bid of Bolsonar players. who will define what the political alignment of those summoned by tite should be, you? if he invites only those who are aligned with progressive, petist policies, I don't know what you want, at the end of the day I would go there to play in the cup.;neg;0.1479785287187057;0.8520214712812989;neutral;0.06;0.08;0.86;NEGATIVE;0.021137475967407227;0.9788625240325928;0.06146478295050288;Negativo
Superesportes MG;SuperesportesMG;2022-11-21 16:59:21+00:00;"Tite libera apenas 20 minutos de treino da Seleção Brasileira
";0;3;0;Tite releases only 20 minutes of training for the Brazilian National Team;neg;0.1153960724847289;0.8846039275152694;neutral;0.07;0.02;0.9;NEGATIVE;0.01769953966140747;0.9823004603385925;0.06154216454393484;Negativo
Maria José;mariajo84981277;2022-11-21 17:05:40+00:00;40428500 E também se esquecendo da atitude do Tite furando a pandemia marcando jogo e dos inúmeros jogadores que aderiram ao bolsonarismo, fora a amarelinha vestindo todos eles. Tô fora .;0;1;0;40428500 And also forgetting Tite's attitude, breaking through the pandemic by scoring a game and the countless players who joined Bolsonarism, apart from the hopscotch wearing them all. I'm out .;neg;0.4309018874611343;0.5690981125388654;negative;0.0;0.99;0.01;NEGATIVE;8,07E+09;0.9999192953109741;0.061580470977026576;Negativo
Placar;placar;2022-11-21 18:32:21+00:00;"Hoje,  acompanhou mais um treino da seleção brasileira. O técnico Tite não dá pistas de quem vai escalar para a estreia na Copa do Mundo no Catar.
O Brasil entra em campo contra a Sérvia, dia 24/11 (quinta-feira), às 16h (horário de Brasília). 

PlacarNoCatar ";0;8;0;"Today, he watched another training session for the Brazilian team. Coach Tite does not give any clues as to who will be in the starting line-up for the World Cup in Qatar.
Brazil enters the field against Serbia, on 11/24 (Thursday), at 4 pm (Brasília time).

ScoreNoQatar";neg;0.2909457150868004;0.7090542849131977;neutral;0.03;0.05;0.92;NEGATIVE;0.010234475135803223;0.9897655248641968;0.0616306664797724;Negativo
⍟⍟⍟⍟ Clara ⍟⍟⍟;clarapralon;2022-11-22 01:27:46+00:00; dona Tite tem mó cara de deputada por algum partido do centrão;0;0;0;Dona Tite looks like a congresswoman for some centrão party;neg;0.3437901478467995;0.6562098521532016;neutral;0.02;0.02;0.96;NEGATIVE;0.004001259803771973;0.995998740196228;0.061684666779191925;Negativo
Leo Scarpa;leoscarpa_;2022-11-22 01:04:41+00:00; Ta estranho msm kakakkakkakak parece mais q um torcedor q montou a escalação do q o próprio tite;0;1;0;It's weird msm kakakakakkaka looks more like a fan who set up the lineup than tite himself;neg;0.3933537507191414;0.6066462492808586;negative;0.01;0.95;0.04;NEGATIVE;0.0008497238159179688;0.999150276184082;0.06215045690728248;Negativo
Pericles Carlos;PericlesCarlo27;2022-11-21 20:03:59+00:00;_caldeira_  _info Não sabe o que fala, onde Gabigol constrange o Tite?;0;1;0;_caldeira_ _info You don't know what you're talking about, where does Gabigol embarrass Tite?;neg;0.3617997206772419;0.6382002793227574;negative;0.0;0.84;0.16;NEGATIVE;0.03854107856750488;0.9614589214324951;0.06269741111603595;Negativo
rumo ao hexa 🇧🇷;iblackbearr;2022-11-21 23:03:02+00:00;"   vini provavelmente vai entrar só no segundo tempo quando o time adversário já estiver cansado. Tite deve vir com um 4-4-2 seguro (Casemiro, Fred (or Guimarães), Neymar, Paquetá); Richarlison e Raphinha";0;0;0;"vini will probably only enter in the second half when the opposing team is already tired. Tite should come up with a secure 4-4-2 (Casemiro, Fred (or Guimarães), Neymar, Paquetá); Richarlison and Raphinha";neg;0.3739406326897698;0.6260593673102314;negative;0.0;0.99;0.01;NEGATIVE;0.03251427412033081;0.9674857258796692;0.06270988299006162;Negativo
Klevao🇧🇷6x⭐️;klevao13;2022-11-22 00:44:10+00:00;12_ Um tem dois títulos e o outro é o tite;0;1;0;12_ One has two titles and the other is the tite;neg;0.3825584323982576;0.6174415676017423;neutral;0.0;0.01;0.99;NEGATIVE;0.028978943824768066;0.9710210561752319;0.06293090286397053;Negativo
A Gazeta ES;AGazetaES;2022-11-21 20:56:17+00:00;"Tite muda estratégia de 2018 e esconde Brasil para estreia na Copa [ 

Técnico esconde o jogo nos treinos e não revela escalação para o jogo contra a Sérvia, na quinta-feira (24)";0;4;0;"Tite changes 2018 strategy and hides Brazil for World Cup debut [

Technician hides the game in training and does not reveal lineup for the game against Serbia, on Thursday (24)";neg;0.3913915830752586;0.6086084169247389;negative;0.01;0.68;0.31;NEGATIVE;0.007174134254455566;0.9928258657455444;0.06367712165488139;Negativo
Sebastião Sousa Neto;SSousanet;2022-11-21 18:48:51+00:00; O STF escalou um ladrão para a presidência da república e você está preocupado com os convocados pelo Tite.;0;0;0;The STF chose a thief for the presidency of the republic and you are worried about those summoned by Tite.;neg;0.4130846610533225;0.5869153389466792;negative;0.0;1.0;0.0;NEGATIVE;0.017294645309448242;0.9827053546905518;0.06395342166745985;Negativo
Tchanaba;Guii_Zao01;2022-11-21 20:31:01+00:00; tite errou chamando esse cara !!!;0;0;0;tite made a mistake by calling this guy !!!;neg;0.4398070406357905;0.5601929593642093;negative;0.0;0.99;0.01;NEGATIVE;0.0042591094970703125;0.9957408905029297;0.06404646566141874;Negativo
ؘ;kindleovo;2022-11-21 17:49:44+00:00; se o tite voltar você me da sua bunda;0;0;0;if tite comes back you give me your ass;neg;0.3232353640769822;0.676764635923018;negative;0.0;0.95;0.05;NEGATIVE;0.06303608417510986;0.9369639158248901;0.06418679034674314;Negativo
Do Ton ao tom.;Toonnn;2022-11-21 14:15:10+00:00; Por mim eles ficam distraído o tempo inteiro, CBF, Tite, Neymar e Daniel Alves que se explodam.;0;0;0;For me they are distracted all the time, CBF, Tite, Neymar and Daniel Alves explode.;neg;0.4280776679319208;0.5719223320680789;negative;0.0;0.98;0.02;NEGATIVE;0.012711167335510254;0.9872888326644897;0.06478571465756304;Negativo
e r i ⚡ @desugeizu@mstdn.social;_deathlobin;2022-11-21 16:30:41+00:00;63 Eu odeio o capitalismo e o Tite Kubo!;0;1;0;63 I hate capitalism and Tite Kubo!;neg;0.4393468118195955;0.5606531881804043;negative;0.0;1.0;0.0;NEGATIVE;0.0071051716804504395;0.9928948283195496;0.06479387931149948;Negativo
SOTELDIOS ˢᶠᶜ;Humilha_N_Tio;2022-11-22 01:07:19+00:00;"""O tite só contratou"" 🤣 nível choquei kkkkkk ";0;0;0;"""Tite only hired"" 🤣 level shocked hahaha";neg;0.2932028269116996;0.7067971730883013;negative;0.04;0.92;0.03;NEGATIVE;0.0004321932792663574;0.9995678067207336;0.06486674478146175;Negativo
Liz Fernandes;httpsliz_www;2022-11-21 23:23:58+00:00;Se o Brasil perder na copa esse ano eu coloco a culpa no tite;0;1;0;If Brazil loses in the cup this year, I'll blame Tite;neg;0.2540215222179223;0.7459784777820775;negative;0.0;1.0;0.0;NEGATIVE;0.10036075115203857;0.8996392488479614;0.06496328921742849;Negativo
ale ⁶³;zaynxcrf;2022-11-22 01:10:52+00:00; to achando muito ofensivo p uma escalação do tite;0;0;0;I find it very offensive for a Tite lineup;neg;0.3777782615962414;0.622221738403759;negative;0.02;0.94;0.05;NEGATIVE;0.00012803077697753906;0.9998719692230225;0.06543347473574236;Negativo
lipe - RUMO AO HEXA❤🇧🇷🇧🇷;barnestlz;2022-11-22 01:08:52+00:00; cade o PEDRO, tite??????? ;0;1;0;where is PEDRO, tite???????;neg;0.2569030860855444;0.7430969139144562;neutral;0.0;0.0;1.0;NEGATIVE;0.10086274147033691;0.8991372585296631;0.06551836700374546;Negativo
Matheus Barroso;MatheusFla28;2022-11-21 15:32:12+00:00;"F90BR  Será q essa do Lázaro é uma estratégia do Corinthians, preparando o terreno para daqui a 3 ou 4 meses o Tite assumir ?

";0;0;0;F90BR Is this one from Lázaro a Corinthians strategy, preparing the ground for Tite to take over in 3 or 4 months?;neg;0.3759023757593558;0.624097624240642;neutral;0.02;0.01;0.98;NEGATIVE;0.0019710659980773926;0.9980289340019226;0.06569207253650151;Negativo
M4rcos P4cchi3l3;marcospachiel;2022-11-21 15:36:32+00:00;" _lf  mas aí vc tá fazendo um comparativo de um cenário hipotético (Renato/2021) com um que IRÁ acontecer: o Tite vai sair após a Copa, independente do resultado!

Agora não é palpite, novela... 

e assim como o Dorival largou o Ceará para vir para cá, se a CBF chamar, vai ocorrer tb.";0;0;0;"_lf but then you're comparing a hypothetical scenario (Renato/2021) with one that WILL happen: Tite will leave after the Cup, regardless of the result!

Now it's not a guess, soap opera...

and just like Dorival left Ceará to come here, if the CBF calls, it will happen too.";neg;0.2912721873163584;0.7087278126836432;negative;0.02;0.96;0.02;NEGATIVE;0.044353485107421875;0.9556465148925781;0.06571130821874317;Negativo
Cicilia A G;CeciliaArg24;2022-11-22 01:07:33+00:00;"13aldeia Gabigol: “acho que combino com o Corinthians “
Tite:” Carai era pra ter trazido ele”";0;0;0;"13Aldeia Gabigol: “I think I match Corinthians”
Tite: ""Damn, I should have brought him""";neg;0.3887488043146712;0.611251195685329;neutral;0.01;0.02;0.97;NEGATIVE;0.01570647954940796;0.984293520450592;0.0657373947733553;Negativo
Chris The Creator;chrxstxyn;2022-11-21 18:09:12+00:00;"Tite tratar o Vini Jr como dúvida é um leproso mesmo
Mermao Paqueta nao cabe nesse time enquanto existir Vini Jr, Antony ou Rodrygo pra jogar";0;0;0;"Tite treating Vini Jr as a doubt is a real leper
Mermao Paqueta does not fit in this team as long as there is Vini Jr, Antony or Rodrygo to play";neg;0.2636593944976714;0.7363406055023302;negative;0.05;0.93;0.02;NEGATIVE;0.0005231499671936035;0.9994768500328064;0.06638652777600837;Negativo
Luis ®igoˢᶜᶜᵖ 🇧🇷🇵🇹;luis_sccp03;2022-11-21 15:11:49+00:00;Oxe Irã fez um cosplay de São Paulo e a Inglaterra de Corinthians, se isso não é um sinal de que o Tite vai voltar não sei o que é...;0;1;0;Oxe Iran made a cosplay of São Paulo and England of Corinthians, if that's not a sign that Tite is coming back I don't know what is...;neg;0.4146376129112512;0.5853623870887491;neutral;0.01;0.24;0.75;NEGATIVE;0.005124986171722412;0.9948750138282776;0.06641251217924228;Negativo
Lucas David;LucasDavid15;2022-11-21 15:43:19+00:00;" Neymar Jr, vou mandar um telegrama aqui pro Tite tomar esse seu celular. 

Larga esse Twitter e foca no hexa, mermão";0;7;0;"Neymar Jr, I'm going to send a telegram here for Tite to take that cell phone of yours.

Drop that Twitter and focus on hexa, bro";neg;0.1381354056093271;0.861864594390675;neutral;0.08;0.01;0.91;NEGATIVE;0.003651916980743408;0.9963480830192566;0.0664913199386877;Negativo
Patrícia ☕;patymoca;2022-11-21 20:29:44+00:00;_pt     Everton Ribeiro foi deboche do Tite;0;0;0;_en Everton Ribeiro was mocked by Tite;neg;0.1700409538278615;0.8299590461721372;neutral;0.07;0.02;0.91;NEGATIVE;0.009116709232330322;0.9908832907676697;0.06689633889893173;Negativo
Portal do Generoso;generosomarcelo;2022-11-21 19:24:21+00:00;A declaração do camisa 11 da equipe comandada pelo técnico Tite foi dada em entrevista coletiva concedida nesta segunda-feira (21) no Catar. ;0;1;1;The declaration of the number 11 of the team commanded by coach Tite was given at a press conference held this Monday (21st) in Qatar.;neg;0.1215660563822346;0.8784339436177703;neutral;0.0;0.01;0.99;NEGATIVE;0.17418169975280762;0.8258183002471924;0.06713277941254998;Negativo
Thiago Soares;ThiagoS96383658;2022-11-21 15:02:43+00:00;21  Se depender do Tite, sem chances.;0;0;0;21 If it depends on Tite, no chance.;neg;0.4575203754013336;0.5424796245986666;neutral;0.0;0.02;0.98;NEGATIVE;0.008152127265930176;0.9918478727340698;0.06768923284759913;Negativo
Ô pressores 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷;C_Wini22;2022-11-21 17:02:40+00:00;Tite deixou a entender que Neymar não será titular na estreia da copa. Alguém sabe o motivo?;0;0;0;Tite let it be understood that Neymar will not be in the starting line-up for the cup. Does anyone know why?;neg;0.321959851817908;0.6780401481820915;negative;0.03;0.55;0.42;NEGATIVE;0.016991853713989258;0.9830081462860107;0.06799193703512664;Negativo
Dudu Bumbum®;eduubudiski;2022-11-21 20:15:55+00:00;“Ain mas o Bolsonaro tá chorando no palácio não quer passar o poder”. Isso afeta o esquema tático do tite? Se a resposta for não deixa pra depois da copa;0;0;0;“Ain, but Bolsonaro is crying in the palace, he doesn’t want to pass on power”. Does this affect Tite's tactical scheme? If the answer is no, leave it for after the cup;neg;0.4737982216737245;0.5262017783262797;negative;0.0;1.0;0.0;NEGATIVE;0.0033092498779296875;0.9966907501220703;0.06863096020422627;Negativo
Vitu 🐢;whoisvitao;2022-11-21 20:25:45+00:00;1910   Se não fosse o Neto desmistificar uma possível vinda de Tite, eu acreditaria que isso seria um sinal da volta... Enfim, vamos ver...;0;0;0;1910 If it weren't for Neto demystifying a possible arrival of Tite, I would believe that this would be a sign of the return... Anyway, let's see...;neg;0.430785548165748;0.5692144518342515;negative;0.01;0.67;0.32;NEGATIVE;0.004927933216094971;0.995072066783905;0.06866305922827684;Negativo
Rafa 😳🔫;rafabombardelli;2022-11-22 01:23:44+00:00;"ninguém marca 
por favor tite cale a minha boca ";0;0;0;"no one scores
please shut my mouth";neg;0.3296261753494283;0.6703738246505723;negative;0.03;0.58;0.39;NEGATIVE;0.015591084957122803;0.9844089150428772;0.06868690646623912;Negativo
loko;gbexazannn;2022-11-22 01:24:52+00:00;  Agr q o tite colocou o vini vão reclamar q seleção tá mt aberta e se n coloca o vini dizem q é um absurdo, o brasileiro realmente n sabe oq quer pqp;0;0;0;Now that Tite put the vinyl they will complain that the selection is very open and if he doesn't put the vinyl they say it's absurd, the Brazilian doesn't really know what he wants because;neg;0.4795422175446041;0.5204577824553962;negative;0.0;1.0;0.0;NEGATIVE;0.0015401840209960938;0.9984598159790039;0.06894608365522804;Negativo
may 🇧🇷;maysilvacc;2022-11-21 17:48:40+00:00;se o tite voltar eu dou minha bunda;0;2;0;if tite comes back i'll give my ass;neg;0.3099911289269652;0.6900088710730344;negative;0.01;0.95;0.04;NEGATIVE;0.06686025857925415;0.9331397414207458;0.0691016637264962;Negativo
ESPN Brasil;ESPNBrasil;2022-11-21 14:55:49+00:00;"Brasil libera só aquecimento para jornalistas em treino que Tite começa a intensificar preparação para Sérvia

ESPNnoQatar FutebolNaESPN

";0;11;1;"Brazil releases only warm-up for journalists in training as Tite begins to intensify preparation for Serbia

ESPNnQatar FootballNaESPN";neg;0.106272203789228;0.8937277962107739;neutral;0.09;0.04;0.87;NEGATIVE;0.008962035179138184;0.9910379648208618;0.06917089630678633;Negativo
Clodomiro Ojea;ClodomiroOjea;2022-11-22 01:06:58+00:00;O TITE SOMENTE EM MARÇO!!! ;0;0;0;TITE ONLY IN MARCH!!!;neg;0.4721374045801525;0.5278625954198471;neutral;0.0;0.06;0.94;NEGATIVE;0.006337285041809082;0.9936627149581909;0.06925885352339581;Negativo
Guilherme Oliveira;guilherme11oli;2022-11-21 19:05:07+00:00; Tite não volta para o Brasil, nao por enquanto. Vai aguardar proposta da Europa, ele vem se preparando pra isso desde 2018.;0;0;0;Tite is not going back to Brazil, not yet. He will wait for a proposal from Europe, he has been preparing for this since 2018.;neg;0.2214541915713139;0.7785458084286854;neutral;0.02;0.09;0.89;NEGATIVE;0.09178882837295532;0.9082111716270447;0.0692902640453178;Negativo
vini, el TRICAMPEÓN DE AMÉRICA 🏆🏆🏆🇺🇾🇵🇪🇪🇨;vinicrfx;2022-11-21 16:12:18+00:00;3  _lf  pq ele vai flopar lá! quase ctz gnt kkkkkk os jogadores só ouvem o Tite pela longevidade dele lá. cês acham mesmo que um Antony vai ficar ouvindo Dorival?;0;0;0;3 _lf because he will flop there! almost ctz gnt kkkkkk the players only listen to Tite for his longevity there. Do you really think that an Antony will listen to Dorival?;neg;0.4460480263050365;0.5539519736949635;negative;0.01;0.61;0.38;NEGATIVE;0.001346588134765625;0.9986534118652344;0.06982017179636682;Negativo
sorinanne;nanne_182;2022-11-21 15:24:42+00:00;"caralho a musica da seleçao do tite
do mc rick nao sai da minha cabeça que ODIOOOOOOOOOOOOOOOOOO";0;0;0;"fuck the music of tite's selection
from mc rick I can't get out of my head that I HATE IT";neg;0.4087592721993061;0.5912407278006938;negative;0.02;0.93;0.04;NEGATIVE;0.0003216266632080078;0.999678373336792;0.06991464650367459;Negativo
Renato Guenda;renato_guenda;2022-11-21 16:58:52+00:00; Só o imbecil do Tite não sabe disso. Não vai ganhar a copa;0;0;0;Only idiot Tite doesn't know that. won't win the cup;neg;0.266373940420776;0.7336260595792238;negative;0.04;0.83;0.12;NEGATIVE;0.03241920471191406;0.9675807952880859;0.07017319283494346;Negativo
Jorginho;Jorginho079;2022-11-21 18:40:19+00:00;  Aí se o Tite recebe uma proposta de um time da Europa, você acha que eles ficam no Corinthians?;0;1;0;So if Tite receives a proposal from a team in Europe, do you think they'll stay at Corinthians?;neg;0.4908977909748789;0.5091022090251222;neutral;0.0;0.02;0.98;NEGATIVE;0.0009107589721679688;0.999089241027832;0.07038847270274498;Negativo
ÚNICO HEXA de MG;barcezeiro;2022-11-21 14:57:48+00:00; _info 7 Pior q o tite disse em entrevista q vai deixar hein kkkkkkkk q vai ter esses momentos;0;0;0;info 7 Worse than tite said in an interview that he's going to leave it huh kkkkkkkk that there will be these moments;neg;0.4934223829176289;0.5065776170823708;negative;0.0;1.0;0.0;NEGATIVE;9,42E+09;0.9999905824661255;0.0704916025693397;Negativo
Claudionor Neto;ClaudionorNeto2;2022-11-21 16:22:28+00:00; Só  que o bosta do Tite não  vai colocar o cara.;0;0;0;Except that shitty Tite won't put the guy on.;neg;0.3645627886534162;0.6354372113465844;neutral;0.0;0.09;0.91;NEGATIVE;0.06481027603149414;0.9351897239685059;0.0705976201023435;Negativo
João Marcos Santana;santanajoaom;2022-11-21 14:23:47+00:00;Tite fecha atividade, e Seleção Brasileira faz segundo treino no Qatar | LANCE! lanceHEXA ;0;0;0;Tite ends activity, and the Brazilian team has second training session in Qatar | THROW! bidHEXA;neg;0.0946117376540207;0.9053882623459816;neutral;0.1;0.03;0.88;NEGATIVE;0.00016188621520996094;0.99983811378479;0.07070507286920581;Negativo
gabita;eugab1ta;2022-11-22 01:00:26+00:00;75% do povo brasileira não quer Neymar levantando a taça. Chama logo o Gabi tite ;0;0;0;75% of the Brazilian people don't want Neymar lifting the cup. Call Gabitite soon;neg;0.4514774539829636;0.5485225460170382;neutral;0.01;0.1;0.89;NEGATIVE;0.0021015405654907227;0.9978984594345093;0.07081150501627785;Negativo
Weslei Nothingface (SCCP) 🏁;WPNothingface;2022-11-21 14:23:16+00:00; 2012 E quem acredita, q é um tampão para a volta do Tite, pior ainda!;0;1;0;2012 And who believes that it is a buffer for Tite's return, even worse!;pos;0.5016067583069019;0.4983932416930983;negative;0.0;1.0;0.0;NEGATIVE;5,48E+10;0.9999945163726807;0.07165967508022009;Negativo
Antony D'Agostin 🌪🔺🗽⚡️🪓;tonygodddd;2022-11-21 23:54:50+00:00;@_gsouzaz  Tite não vai entrar com um time tão ofensivo no primeiro jogo;0;0;0;@_gsouzaz Tite will not enter with such an offensive team in the first game;neg;0.4680589972249651;0.5319410027750336;negative;0.01;0.98;0.02;NEGATIVE;0.0006947517395019531;0.999305248260498;0.07277835724342414;Negativo
Antonio;onetobarreto;2022-11-21 15:02:22+00:00;tite é cheiro de derrota e mkt ;0;0;0;tite is the smell of defeat and mkt;neg;0.4693667010304732;0.530633298969527;negative;0.01;0.98;0.01;NEGATIVE;6,95E+10;0.9999305009841919;0.07278652843744135;Negativo
Deyssin 🦊;andreymatttos;2022-11-21 15:30:50+00:00;Os caras nem escondem mais que tão esperando o Tite encerrar o trabalho na Seleção.;0;0;0;The guys don't even hide more than waiting for Tite to finish his work in the Selection.;neg;0.3112279824262629;0.6887720175737373;negative;0.05;0.74;0.21;NEGATIVE;0.0018706917762756348;0.9981293082237244;0.07356705228268774;Negativo
maykon;maykon_hager;2022-11-22 00:55:11+00:00;  Não é possível que o tite vai acertar pelo menos uma vez;0;0;0;It is not possible that tite will hit at least once;neg;0.4354440337450532;0.5645559662549464;negative;0.02;0.5;0.49;NEGATIVE;0.0002911686897277832;0.9997088313102722;0.07371805301778697;Negativo
Thallys Neutron;Thallysneutron;2022-11-21 17:31:38+00:00;"Olha, muito difícil Holanda e Inglaterra darem conta da seleção de Tite. 

Falta casca ao time inglês e contundência à seleção da Holanda.

So far...";0;0;0;"Look, it's very difficult for Holland and England to handle Tite's selection.

The English team lacks strength and the Dutch national team lacks strength.

Just do...";neg;0.4755036510328134;0.5244963489671881;negative;0.01;0.97;0.02;NEGATIVE;0.0003343820571899414;0.9996656179428101;0.07373891644959904;Negativo
Saudearaujo⚫🔴🥷;Saudearaujo1;2022-11-21 17:37:45+00:00;_ Ainda sem acreditar que aquele verme do Tite não levou o nosso predestinado pra copa.😢😢;0;0;0;_ I still can't believe that Tite worm didn't take our predestined to the cup.😢😢;neg;0.3278822904069544;0.6721177095930468;negative;0.02;0.91;0.07;NEGATIVE;0.05418384075164795;0.945816159248352;0.0737499959871786;Negativo
neymarismo⚡| 3!🇧🇷🇶🇦;nymrsm;2022-11-21 18:54:39+00:00;droga n dá pro tite escalar os 26 prum jogo sókkkkkkkk;0;0;0;damn it's not possible for tite to climb the 26 for the game onlykkkkkkkk;neg;0.2712615683081705;0.7287384316918294;neutral;0.05;0.19;0.76;NEGATIVE;0.024565517902374268;0.9754344820976257;0.07434180058755986;Negativo
SERVANT OF THE VOID;suzuyasay;2022-11-22 01:12:52+00:00; Se eu fosse o Tite nem usava lateralkkkkkkkkk ;0;0;0;If I were Tite, I wouldn't even use the sidekkkkkkkkk;neg;0.4915213471679993;0.5084786528320004;neutral;0.0;0.02;0.98;NEGATIVE;0.014516830444335938;0.9854831695556641;0.07436500115095303;Negativo
