Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
CONSTANTINVS 🔴⚫;legatusrex;2022-09-13 16:56:28+00:00;Agora pode parar de usar a luva de pedreiro como cosplay e começar a trabalhar batendo uma laje de verdade ;0;0;0;Now you can stop using the mason's glove as a cosplay and start working beating a real slab;neg;0.2385596171836928;0.7614403828163049;neutral;0.28;0.1;0.61;POSITIVE;0.9983812570571899;0.0016187429428100586;0.47933173304258186;Neutro
Estrelando;Estrelando;2022-09-13 20:49:05+00:00;Guito e Osmar Prado compartilham homenagem para o Luva de Pedreiro  ;0;0;0;Guito and Osmar Prado share tribute to Luva de Pedreiro;pos;0.92005076142132;0.0799492385786801;neutral;0.11;0.03;0.86;POSITIVE;0.9972647428512573;0.0027352571487426758;0.47922574958911923;Neutro
Come Chopp ✠;comechopp;2022-09-13 17:09:19+00:00;Essa exposição toda em torno de um cara que usava uma luva de pedreiro, chutava uma bola no gol e falava uns bordões é insana. Uma história que daria um episódio completo, com início, ascensão e o choque final de Black Mirror;0;3;2;All this exposure around a guy who wore a bricklayer's glove, kicked a ball into the goal and spoke some catchphrases is insane. A story that would make a complete episode, with the beginning, rise and final shock of Black Mirror;pos;0.7197086548795332;0.2802913451204678;mixed;0.4;0.55;0.05;POSITIVE;0.5169258713722229;0.4830741286277771;0.4790800568034256;Neutro
kez;xxketzz;2022-09-14 00:12:18+00:00;o luva de pedreiro tem mais seguidor que a pabllo vei ;0;0;0;the mason glove has more followers than pabllo vei;pos;0.5963521246016162;0.4036478753983833;neutral;0.19;0.06;0.76;POSITIVE;0.9947941899299622;0.005205810070037842;0.47799150063736295;Neutro
Benato ✌;Benataum;2022-09-13 23:22:21+00:00;Luva de pedreiro é piroka das ideias;0;3;0;Mason's glove is a piroka of ideas;neg;0.3088235294117646;0.6911764705882347;negative;0.26;0.42;0.31;POSITIVE;0.9984500408172607;0.0015499591827392578;0.47796051586375515;Neutro
hernandez;lp_hrndez;2022-09-13 23:32:38+00:00;entraram na mente do luva de pedreiro filho;0;0;0;entered the mind of the son mason's glove;pos;0.6242925604274034;0.3757074395725974;neutral;0.18;0.06;0.77;POSITIVE;0.9970657229423523;0.002934277057647705;0.476917715187444;Neutro
Alagoas24Horas;al24h;2022-09-13 20:46:01+00:00;Guito e Osmar Prado jogam bola e homenageiam Luva de Pedreiro após anúncio de fim da carreira ;0;0;0;Guito and Osmar Prado play ball and pay tribute to Luva de Pedreiro after the announcement of the end of his career;pos;0.6706425721776875;0.3293574278223115;neutral;0.17;0.17;0.67;POSITIVE;0.9923926591873169;0.0076073408126831055;0.47648969865033164;Neutro
Bruno M. Teixeira;Bruniildo88;2022-09-13 18:28:57+00:00;"A equipe do IPEC que aplicam as pesquisas. Podem confiar sim!!!

Paraná Pesquisas YOUTUBE SEM PARTIDO Luva de Pedreiro Escândalo Ratinho Pablo Marçal ";0;0;0;"The IPEC team that apply the surveys. You can trust yes!!!

Paraná Search YOUTUBE WITHOUT PARTY Pedreiro Glove Scandal Ratinho Pablo Marçal";pos;0.6763040340811963;0.3236959659188038;neutral;0.18;0.03;0.79;POSITIVE;0.9677015542984009;0.03229844570159912;0.475958163239714;Neutro
Amilton Nunes ;AmiltonN;2022-09-13 17:55:57+00:00;Calma aí gente. O cara está vivo. luvadepedreiro ;0;0;0;Calm down there people. The guy is alive. mason glove;pos;0.567201264950508;0.4327987350494934;neutral;0.19;0.05;0.76;POSITIVE;0.9987362027168274;0.0012637972831726074;0.47495338148345184;Neutro
Bucetossauro ❁;Bucetossauro_;2022-09-13 17:24:41+00:00;QUANTAS PESSOAS QUERIAM TER ESSE OPORTUNIDADE QUE O LUVA DE PEDREIRO TEM? ENFIM... ;0;9;0;HOW MANY PEOPLE WANTED TO HAVE THIS OPPORTUNITY THAT THE MASON GLOVE HAS? ANYWAY...;neg;0.2773976471096914;0.7226023528903104;neutral;0.41;0.12;0.47;POSITIVE;0.7001246809959412;0.29987531900405884;0.47394957272879623;Neutro
LOUIS ♑;louis_antonio24;2022-09-13 22:40:05+00:00;" 
N sai continua a nadar.";0;0;0;N sai continues to swim.;pos;0.838235294117647;0.1617647058823529;neutral;0.12;0.07;0.81;POSITIVE;0.9981080293655396;0.0018919706344604492;0.4734930504069609;Neutro
Homem de Ferro;verdade01001;2022-09-13 21:15:30+00:00; Chutar bola já alinhado com goleiro é uma pressão danada! Isso fez o luva de pedreiro mudar de carreira! A partir da segunda-feira, ele já começa trabalhar numa obra como pedreiro, pegando ônibus às 07 da manhã pra um salário básico! Receba ! 🧤;0;2;0;Kicking the ball already lined up with the goalkeeper is a hell of a pressure! That made the bricklayer's glove change careers! As of Monday, he starts working on a construction site as a bricklayer, taking the bus at 7 am for a basic salary! Receive ! 🧤;neg;0.3826583030941567;0.6173416969058447;mixed;0.45;0.37;0.18;POSITIVE;0.5656265616416931;0.4343734383583069;0.47341591805393474;Neutro
Joe Rakw;RakwJoe;2022-09-14 01:07:37+00:00; Primeiro o luva de pedreiro, agora isso. Jesus está voltando;0;1;0;First the mason's glove, now this. Jesus is coming back;pos;0.6886866860816016;0.3113133139183993;neutral;0.17;0.05;0.78;POSITIVE;0.9703705906867981;0.029629409313201904;0.4727754096364568;Neutro
SportsCenter Brasil;SportsCenterBR;2022-09-13 18:33:23+00:00;"Luva de Pedreiro surpreende, apaga vídeos e anuncia pausa na carreira: 'Nunca se esqueçam do receba' 👇

";1;41;5;Glove de Pedreiro surprises, deletes videos and announces career break: 'Never forget to receive' 👇;pos;0.7833166338080417;0.2166833661919573;positive;0.63;0.1;0.26;NEGATIVE;0.00012409687042236328;0.9998759031295776;0.4719378325069838;Neutro
lucas;olittlelucas;2022-09-13 16:52:06+00:00;luva de pedreiro só precisa de um bom psicólogo;0;0;0;bricklayer glove just need a good psychologist;neg;0.3530251220812491;0.6469748779187519;positive;0.73;0.04;0.22;NEGATIVE;0.014432072639465332;0.9855679273605347;0.47169846676573995;Neutro
Portal Pontual;PontualPortal;2022-09-13 18:11:51+00:00;"A partir de agora, o jovem disse que quer voltar à “vida normal”.

Via Metrópoles

portalpontual luvadepedreiro influenciador influencer noticias brasil famosos ";0;0;0;"From now on, the young man said he wants to return to “normal life”.

Via Metropolis

portalpuntual luvadepedreiro influencer news brazil famous";pos;0.9782906405000844;0.0217093594999157;neutral;0.13;0.09;0.78;POSITIVE;0.9012662768363953;0.09873372316360474;0.47154617059612497;Neutro
isabela;zaberinha;2022-09-13 17:31:25+00:00;kkkkkkkkkkkk a pessoa querendo comparar o luva de pedreiro com o bts vtnc ;0;0;0;lol the person wanting to compare the mason glove with the bts vtnc;neg;0.1449780434206074;0.8550219565793941;neutral;0.29;0.07;0.64;POSITIVE;0.9975594282150269;0.0024405717849731445;0.47144241426438016;Neutro
dany 🐆;danicomentando;2022-09-13 19:25:02+00:00; Quem é luva de pedreiro perto de vcs;0;1;0;Who is a mason's glove near you;neg;0.434912759517006;0.5650872404829926;neutral;0.22;0.02;0.75;POSITIVE;0.992379903793335;0.007620096206665039;0.47138179530052515;Neutro
・k;k3vin_Apenas;2022-09-13 22:32:12+00:00;luva de pedreiro nesse exato momento ;0;5;2;mason's glove right now;neg;0.4416997865399787;0.558300213460021;neutral;0.25;0.05;0.7;POSITIVE;0.9227889180183411;0.07721108198165894;0.46961108893952297;Neutro
flanolas;pierob0n;2022-09-13 23:57:08+00:00;_182 Luvas, verdade que com a aposentadoria do Luva de Pedreiro você juntamente com o Bora Bill serão os próximos influencers do Brasil?;0;1;0;_182 Gloves, is it true that with the retirement of Luva de Pedreiro you, together with Bora Bill, will be the next influencers in Brazil?;pos;0.770338880996218;0.2296611190037799;neutral;0.17;0.08;0.74;POSITIVE;0.91756272315979;0.08243727684020996;0.46935204675939973;Neutro
Bruney;Bruney49427834;2022-09-13 20:47:32+00:00; Não desistiu igual o Luva de Pedreiro.;0;0;0;He didn't give up like the Mason Glove.;neg;0.2859946060311062;0.7140053939688938;negative;0.25;0.46;0.29;POSITIVE;0.998988687992096;0.0010113120079040527;0.46913885457361404;Neutro
ladrão da madrugada;cindybramoss;2022-09-14 00:59:54+00:00;"ate hj nao entendi
o luva de pedreiro é jogador?
prq ele é famoso alguem me explica";0;0;0;"until today I didn't understand
is the mason glove a player?
because he is famous someone explain to me";pos;0.6827074535119739;0.3172925464880286;neutral;0.18;0.16;0.65;POSITIVE;0.9348810315132141;0.06511896848678589;0.46749564521977177;Neutro
Carolina;MonteiroXarol;2022-09-13 22:03:56+00:00;Queria saber o que passa na cabeça  do Luva de pedreiro!!;0;0;0;I would like to know what goes on in Glova de Mason's head!!;neg;0.3115129133364584;0.6884870866635416;positive;0.53;0.12;0.36;NEGATIVE;0.4195646643638611;0.5804353356361389;0.46723460600916866;Neutro
Eh os Gu Gu;jhvieiraa;2022-09-13 16:39:23+00:00;"O luva quer deixar de ser o Luva de pedreiro pra ser Servente de pedreiro..
Já entendi tudo";0;1;0;"The glove wants to stop being the mason's glove to be a mason's servant..
I already understood everything";neg;0.4210058507010198;0.5789941492989777;mixed;0.34;0.28;0.37;POSITIVE;0.7439444661140442;0.2560555338859558;0.4669849689898726;Neutro
luíza ⭐;stopdxworld;2022-09-13 18:02:30+00:00;pronto, agora todo mundo virou analista de carreira e psicologo do luva de pedreiro;0;0;0;that's it, now everyone has become a career analyst and a bricklayer's glove psychologist;pos;0.6877940097374007;0.3122059902625973;neutral;0.44;0.04;0.52;NEGATIVE;0.4083590507507324;0.5916409492492676;0.46635887303412366;Neutro
A Menina do Marketing 🍺;grazidahl;2022-09-13 17:55:53+00:00;"De cortar o coração esse vídeo do Luva de Pedreiro abandonando a carreira.

Mudar tão rapidamente do anonimato a fama é PESADO e não tem dinheiro no mundo que pague a paz.

Que ele tenha ajuda psicológica e encontre a paz nessa nova fase &lt;3 

RECEBAAAA MEU CARINHO!";0;1;0;"Heartbreaking this video of Glove de Pedreiro abandoning his career.

Moving so quickly from anonymity to fame is HEAVY and there is no money in the world to buy peace.

May he have psychological help and find peace in this new phase <3

RECEIVE MY LOVE!";pos;0.9980049966218676;0.0019950033781288;mixed;0.44;0.49;0.07;NEGATIVE;0.25063079595565796;0.749369204044342;0.4656095126475976;Neutro
Fernando Pinna;fernandopinna1;2022-09-13 16:35:56+00:00;Oque ouve de fato com o Luva de pedreiro mano ? 🥺;0;0;0;What actually happened with the Mason Glove bro? 🥺;neg;0.1644598117834275;0.8355401882165735;positive;0.77;0.06;0.17;NEGATIVE;0.0035025477409362793;0.9964974522590637;0.46449498675218576;Neutro
esb. non sense ⚫⚪🔴;Hugoalmeida1914;2022-09-13 17:44:48+00:00;Boa sorte pra Luva de Pedreiro. Terminou sua carreira e eu não assisti 1 vídeo dele. Na verdade eu não sei exatamente o que ele faz. Porém, sua carreira nunca dependeu ou dependerá de minha audiência.;0;3;0;Good luck to the Mason Glove. His career is over and I haven't watched 1 video of him. In fact I don't know exactly what he does. However, his career never depended or will depend on my audience.;neg;0.0808735546909961;0.9191264453090026;mixed;0.54;0.26;0.2;POSITIVE;0.5017889142036438;0.4982110857963562;0.4634930547283263;Neutro
Cleyton Aguiar 🇪🇪;Clexavi11;2022-09-13 19:50:51+00:00;Luva de pedreiro é a prova real que dinheiro e fama não é tudo na vida.;0;0;0;Mason's glove is real proof that money and fame aren't everything in life.;pos;0.6823049478520804;0.3176950521479199;neutral;0.15;0.06;0.78;POSITIVE;0.9748781323432922;0.025121867656707764;0.4617230303626664;Neutro
Matheus Malokero;Matheus13chavao;2022-09-13 19:45:29+00:00;Luva de pedreiro falando q vai para as parada dele kkk tnc vei q cara burro, 18 milhoes de seguidor tnccc dinheiro facil, e é disso q preciso 🐓;0;0;0;Mason's glove saying he's going to his stops lol tnc vei what a dumb guy, 18 million followers tnccc easy money, and that's what I need 🐓;neg;0.0868933511487317;0.9131066488512696;positive;0.76;0.07;0.16;NEGATIVE;0.049925923347473145;0.9500740766525269;0.460963599691954;Neutro
É hexaaaaa é hexaaaaaa;bemdita69;2022-09-14 00:28:56+00:00; Ah pronto, o luva de pedreiro tá lançando moda então?;0;0;0;Ah ready, is the mason glove launching fashion then?;neg;0.4777586326525057;0.5222413673474964;neutral;0.19;0.07;0.74;POSITIVE;0.9941494464874268;0.005850553512573242;0.4608653608039085;Neutro
Verônica Kreitchmann;VKreitchmann;2022-09-13 21:20:41+00:00;luvadepedreiro anunciou fim de carreira …. Muita força pra vc , que siga sempre no caminho do ❤️ e 🙏🏻;0;0;0;stonemason's glove announced the end of his career…. Much strength to you, may you always follow the path of ❤️ and 🙏🏻;pos;0.8953128830045783;0.1046871169954217;mixed;0.53;0.27;0.2;NEGATIVE;0.10535335540771484;0.8946466445922852;0.46085994197428687;Neutro
Vidal Neto 🇨🇦;SimoesVidal;2022-09-13 16:59:22+00:00;Luva de pedreiro e muito fora mesmo;0;0;0;Mason's glove and a lot out even;neg;0.3618797398140732;0.6381202601859279;neutral;0.26;0.28;0.46;POSITIVE;0.9106302857398987;0.08936971426010132;0.4604486158991244;Neutro
ABSOLON 🅿️;ENDERSONNETH;2022-09-13 23:30:34+00:00;Se até o melhor do mundo desistiu hoje, quem sou eu para continuar. receba luvadepedreiro;0;0;0;If even the best in the world gave up today, who am I to continue. receive mason's glove;pos;0.7841051117647522;0.2158948882352461;positive;0.42;0.4;0.18;NEGATIVE;0.37407559156417847;0.6259244084358215;0.45889375641330127;Neutro
lesado;qissolesado;2022-09-13 16:56:25+00:00;e o Luva de Pedreiro que aposentou kkkkk;0;0;0;and the Mason Glove who retired lol;neg;0.0933999433695502;0.9066000566304476;neutral;0.28;0.11;0.62;POSITIVE;0.997077226638794;0.0029227733612060547;0.4582220566638769;Neutro
Clayton Lima;Clayton22513615;2022-09-13 18:18:09+00:00;Falcão comenta pausa na carreira de Luva de Pedreiro: ‘Viva sua vida como decidir’ ;0;0;0;Falcão comments on pause in Luva de Pedreiro's career: 'Live your life as you decide';pos;0.6897470755838078;0.3102529244161914;neutral;0.16;0.08;0.75;POSITIVE;0.9376175403594971;0.06238245964050293;0.45785459375754317;Neutro
Portal Chico Sabe Tudo;chicosabetudo;2022-09-13 17:22:24+00:00;"Nesta terça-feira (13), o influenciador digital Iran Ferreira, mais conhecido como Luva de Pedreiro, postou um vídeo nas suas redes sociais...... ⬇️
";0;0;0;This Tuesday (13), digital influencer Iran Ferreira, better known as Luva de Pedreiro, posted a video on his social media...... ⬇️;neg;0.3586105814602248;0.641389418539776;positive;0.71;0.05;0.24;NEGATIVE;0.0005471110343933105;0.9994528889656067;0.4571006862184302;Neutro
convenhamos;vegetacil;2022-09-13 17:43:19+00:00;"""luva de pedreiro encerra a carreira""

a definição de CARREIRA nunca foi tão deturpada quanto nos dias de hoje";0;49;8;"""mason's glove ends the career""

The definition of CAREER has never been as distorted as it is today";neg;0.4589536690228277;0.5410463309771723;mixed;0.37;0.29;0.34;POSITIVE;0.6280966401100159;0.37190335988998413;0.4564495641775514;Neutro
vonivar;vonivar;2022-09-13 16:20:10+00:00;Luva de Pedreiro: Relembre a trajetória e as polêmicas do influenciador ;0;1;0;Glove de Pedreiro: Remember the influencer's trajectory and controversies;pos;0.9093925593885668;0.0906074406114332;neutral;0.07;0.15;0.78;POSITIVE;0.9993985891342163;0.0006014108657836914;0.45545567680814275;Neutro
cris;seucristhian;2022-09-14 01:03:49+00:00;esse luva de pedreiro é bem gay;0;0;0;this mason glove is very gay;pos;0.5107003453766524;0.4892996546233472;positive;0.64;0.09;0.27;NEGATIVE;0.05831068754196167;0.9416893124580383;0.45533167435151084;Neutro
hellen ou helena ?;andrahellen;2022-09-13 21:05:38+00:00;queria estar igual o luva de pedreiro, aposentado;0;0;0;I wanted to be like a bricklayer's glove, retired;neg;0.4832820169870118;0.5167179830129878;positive;0.67;0.13;0.2;NEGATIVE;0.011127769947052002;0.988872230052948;0.4550767938401594;Neutro
Jota Monteiro;JotaMonteiro_0;2022-09-13 19:50:44+00:00;luva de pedreiro é um viadinho do caralho!;0;0;0;bricklayer's glove is a fucking faggot!;pos;0.7500000000000009;0.25;negative;0.13;0.82;0.05;POSITIVE;0.9573788642883301;0.04262113571166992;0.45496538979666584;Neutro
Rodrigo de Jesus Barbosa;rodrigojbar;2022-09-14 01:06:35+00:00;  Descansaaaar Pai, que o homi não é de ferro... kkkkkk;0;0;0;Rest Father, man is not made of iron... lol;neg;0.3286216908503166;0.6713783091496845;neutral;0.25;0.14;0.61;POSITIVE;0.9277828335762024;0.07221716642379761;0.45488390828610303;Neutro
Fofoqueiro Obeso 🍿📽;fofoqueiroobeso;2022-09-13 17:04:58+00:00;"Humildade off-line! 📴📵

Luva de pedreiro, após faturar milhões com sua fama repentina, decide abandonar definitivamente o mundo digital e oficializa o término da sua carreira de influenciador digital. 

E aí, o que achou? ";0;0;0;"Offline Humility! 📴📵

Glove of a bricklayer, after making millions with his sudden fame, decides to definitively abandon the digital world and officially ends his career as a digital influencer.

So, what do you think?";pos;0.9809771471666492;0.0190228528333506;mixed;0.3;0.54;0.16;NEGATIVE;0.4995806813240051;0.5004193186759949;0.4543055014020942;Neutro
Rodrigues;caosnaterraa;2022-09-13 22:15:58+00:00;Luva de Pedreiro, eu te entendo meu irmão, eu te entendo. RECEBA 🙅‍♂️;0;0;0;Mason's Glove, I understand you my brother, I understand you. RECEIVE 🙅‍♂️;pos;0.5158093906844734;0.484190609315526;neutral;0.34;0.11;0.55;POSITIVE;0.6513636708259583;0.34863632917404175;0.45407667604805574;Neutro
Caio Silva🐔🏳️🏴;caiosilva_tdp;2022-09-13 17:38:15+00:00;"O negócio é botar o ""Luva de Pedreiro"" 1 mês na Mansão Maromba que ele vai voltar a ativa rapidinho";0;1;0;"The thing is to put the ""Mason's Glove"" 1 month at Mansão Maromba and it will get back to active soon";pos;0.5380211397117948;0.4619788602882051;neutral;0.23;0.12;0.65;POSITIVE;0.8572860360145569;0.14271396398544312;0.4532276016772726;Neutro
Flávio Demattio;FlavioDemattio;2022-09-13 18:06:46+00:00;Luva de pedreiro, Bora Bill e tantos outros que vocês insistem em deixar famosos sem produzir nada, enquanto o seu vizinho que trabalha demais você não dá uma curtida nas postagens do comércio dele.;0;0;0;Mason Glove, Bora Bill and so many others that you insist on making famous without producing anything, while your neighbor who works too much you don't like his trade posts.;pos;0.9321646751706426;0.0678353248293621;negative;0.06;0.89;0.05;POSITIVE;0.9980247020721436;0.0019752979278564453;0.4526020113307042;Neutro
Folha de S.Paulo;folha;2022-09-13 16:21:03+00:00;Celebridades: Luva de Pedreiro: Relembre a trajetória e as polêmicas do influenciador ;18;28;1;Celebrities: Glove of Pedreiro: Remember the influencer's trajectory and controversies;pos;0.92707678136966;0.0729232186303408;neutral;0.06;0.07;0.86;POSITIVE;0.9994416832923889;0.000558316707611084;0.45228002113634824;Neutro
José Carlos;JosCarl98765603;2022-09-13 23:34:39+00:00;"Luva de pedreiro homenagem do zé Carlos .
.
luvadepedreiromelhordomundo luvadepedreironaselecao luvadepedreiro intags luvadepedreirooficial ";0;0;0;"Mason glove tribute from zé Carlos.
.
bricklayer's glovebest in the world bricklayer's glove selection bricklayer's glove intags bricklayer's gloveofficial";pos;0.847006985496371;0.1529930145036303;neutral;0.08;0.04;0.88;POSITIVE;0.9968632459640503;0.003136754035949707;0.45153335391778165;Neutro
João Gomes Deprê;joaodeprefc_;2022-09-14 00:02:32+00:00;entraram na mente do ex luva de pedreiro. ;0;31;3;entered the mind of the ex-mason glove.;pos;0.6572311519896901;0.3427688480103099;neutral;0.13;0.22;0.64;POSITIVE;0.9902662634849548;0.009733736515045166;0.4511090969942285;Neutro
Lene Santana 2️⃣2️⃣;LeneSantanna;2022-09-13 17:45:13+00:00;"Tenho certeza que se perguntar a Luva de Pedreiro se ele era mais feliz: antes da fama ou depois da fama? A resposta seria antes. Acredito que hoje esteja faltando o principal na vida dele; Jesus. ";0;0;0;"I'm sure if you ask Glove de Pedreiro if he was happier: before fame or after fame? The answer would be sooner. I believe that the main thing in his life is missing today; Jesus.";pos;0.9088822560310862;0.0911177439689156;mixed;0.4;0.47;0.13;NEGATIVE;0.32412922382354736;0.6758707761764526;0.45102010052545444;Neutro
jorge suede;jorgesuede;2022-09-13 17:09:55+00:00;"eu não critico o luva de pedreiro ter decidido dar fim nessa vida de influenciador. é muuuuito difícil conseguir viralizar as coisas de uma forma orgânica, conseguir ter planejamento editorial, criatividade etc. 

só quem tem condições consegue (salvas raras excepções) fácil.";0;10;0;"I don't criticize the bricklayer's glove for having decided to end this influencer life. It's soooo hard to get things viral in an organic way, get editorial planning, creativity, etc.

only those who can afford it (with rare exceptions) can do it easily.";pos;0.9960441569702556;0.0039558430297487;mixed;0.32;0.61;0.07;NEGATIVE;0.4349261522293091;0.5650738477706909;0.4494137802041248;Neutro
Ilgner Vahl;p4rz1v4hl;2022-09-13 22:19:30+00:00;"Meu vídeo de unboxing pegou 40 MIL VISUALIZAÇÕES, no TikTok! 

Já sou o Luva de Pedreiro 2? ";0;4;0;"My unboxing video got 40,000 VIEWS on TikTok!

Am I already Mason Glove 2?";neg;0.4746614895025066;0.5253385104974934;neutral;0.17;0.09;0.74;POSITIVE;0.9913184642791748;0.008681535720825195;0.4481854882944081;Neutro
carou;cseixax;2022-09-13 19:15:58+00:00;eu não entendo o pq esse luva de pedreiro tem tanto holofote e que carreira é essa;0;0;0;I don't understand why this mason's glove has so much spotlight and what career this is;pos;0.5233823030078788;0.4766176969921199;neutral;0.16;0.39;0.46;POSITIVE;0.9866978526115417;0.013302147388458252;0.4481111440329946;Neutro
🇧🇷 𝓐𝓷𝓪 𝓡𝓸𝓭𝓻𝓲𝓰𝓾𝓮𝓼 2️⃣2️⃣;PerfuracoesAna;2022-09-13 18:40:12+00:00;  Quem é esse meu pai amado?;0;2;0;Who is this my beloved father?;pos;0.707269785503436;0.2927302144965638;neutral;0.11;0.07;0.82;POSITIVE;0.994383692741394;0.005616307258605957;0.4480053101408892;Neutro
OJ só q não o Simpson 🇾🇪;oj_designer;2022-09-13 18:38:53+00:00;Luva de Pedreiro infelizmente é melhor exemplo possível que você precisa minimamente saber ler e escrever;0;1;0;Mason's Glove unfortunately is the best possible example that you need to know how to read and write;neg;0.1235288525476775;0.8764711474523245;negative;0.26;0.71;0.03;POSITIVE;0.985754132270813;0.014245867729187012;0.4478624452984719;Neutro
wev;gnosrevew;2022-09-14 00:08:41+00:00;se colocar o luva de pedreiro numa sala com o toguro ele recupera o psicológico rapidinho;0;3;0;if you put the mason's glove in a room with the toguro he recovers the psychological quickly;neg;0.3850151615443846;0.6149848384556166;neutral;0.19;0.02;0.79;POSITIVE;0.9940451383590698;0.005954861640930176;0.44758649118036065;Neutro
100%_100_𝒊𝒓𝒐𝒏𝒊𝒂;100ironia_;2022-09-13 16:14:23+00:00;"  parou! 
Eh amigo! A fama eh melhor pra quem vê de fora do q pra quem está dentro! Atrai muita coisa boa, mas tmb deve vir muita ruim!
Forca mlk! Vc eh um cara bacana! Isso q importa!";0;0;0;"stopped!
Is friend! Fame is better for those who see it from the outside than for those who are inside! It attracts a lot of good things, but it must also come a lot bad!
Mlk strength! You are a nice guy! That matters!";pos;0.8088418410870802;0.1911581589129213;mixed;0.58;0.27;0.15;NEGATIVE;6,18E+10;0.9999382495880127;0.44699504884443636;Neutro
(achar um novo nick que o velho já deu);glaubarros;2022-09-13 21:35:21+00:00;Os comentários do Copini sobre a saída do Luva de Pedreiro da internet são um desabafo tocante sobre a vida de um influencer ;0;0;0;Copini's comments about Luva de Pedreiro's departure from the internet are a touching rant about the life of an influencer;pos;0.9170961328995688;0.0829038671004315;negative;0.06;0.9;0.05;POSITIVE;0.9853892922401428;0.014610707759857178;0.4468392453399792;Neutro
thiago;touteunenuit;2022-09-13 18:29:54+00:00;até hoje não sei quem é esse luva de pedreiro e o que ele fez pra ser famoso, a alienação em certos assuntos eh uma benção;0;3;0;to this day I don't know who this mason glove is and what he did to be famous, alienation in certain matters is a blessing;pos;0.6725652956106571;0.3274347043893439;negative;0.42;0.51;0.08;NEGATIVE;0.38742905855178833;0.6125709414482117;0.4467747732448905;Neutro
thiago;thiagolinsss;2022-09-13 23:06:07+00:00; primeiro o Luva de pedreiro agora a demi 🥲;0;0;0;first the mason glove now the demi 🥲;neg;0.1931179997131011;0.8068820002868989;neutral;0.29;0.05;0.66;POSITIVE;0.8860500454902649;0.11394995450973511;0.4464597272419472;Neutro
Rádio Studio 87.7 FM Veranópolis | Studio TV;studio877;2022-09-13 19:31:08+00:00;"Famosos | Após abandonar carreira, Luva de Pedreiro recebe mensagem de Falcão |  
";0;0;0;famous | After abandoning his career, Luva de Pedreiro receives a message from Falcão |;pos;0.726801965896511;0.2731980341034882;neutral;0.1;0.16;0.75;POSITIVE;0.9958484172821045;0.004151582717895508;0.44549982863724574;Neutro
kdkadu 🔴⚫;kadugoms;2022-09-13 21:46:54+00:00;vontade de ser o luva de pedreiro e falar que cansei de trabalhar;0;0;0;I want to be the bricklayer's glove and say that I'm tired of working;neg;0.3535723274531374;0.6464276725468632;positive;0.69;0.23;0.08;NEGATIVE;0.0007912516593933105;0.9992087483406067;0.4450221186817034;Neutro
fran;frwnciss;2022-09-13 17:38:16+00:00;luva de pedreiro falando que não vai gravar mais vídeos e eu só agradecendo de não ter que ver ele mais nas minhas redes sociais gritando;0;2;0;bricklayer's glove saying that he won't record more videos and I'm just grateful that I don't have to see him on my social media anymore screaming;pos;0.6473705283961096;0.3526294716038926;positive;0.6;0.24;0.16;NEGATIVE;0.03321409225463867;0.9667859077453613;0.4448283875579124;Neutro
Will 2️⃣2️⃣;Will_cmz;2022-09-13 18:43:57+00:00;Luva de Pedreiro, o novo Adriano Imperador.;0;0;0;Mason's Glove, the new Adriano Emperor.;pos;0.7157868339858491;0.2842131660141507;neutral;0.1;0.01;0.89;POSITIVE;0.9988158941268921;0.0011841058731079102;0.4447740888913762;Neutro
caio;oiviti;2022-09-13 19:05:05+00:00; o luva de pedreiro ganhou concorrência no INSS;0;56;1;the bricklayer's glove won competition at the INSS;pos;0.7368058179782364;0.263194182021764;neutral;0.1;0.07;0.83;POSITIVE;0.9864474534988403;0.013552546501159668;0.4442429607108453;Neutro
bruna, the creator 💖;brunatcreator;2022-09-13 18:19:41+00:00;"luva de pedreiro em seis meses levou golpe desistiu de tudo ficou milionário e tá se aposentando
que carreira, meus amigos";0;1;0;"bricklayer's glove in six months he was hit he gave up everything he became a millionaire and is retiring
what a career my friends";pos;0.8664268950384603;0.1335731049615416;positive;0.56;0.32;0.12;NEGATIVE;0.0006594061851501465;0.9993405938148499;0.44396367248696583;Neutro
Matheus Barroso;Mbarroso05;2022-09-13 19:42:54+00:00;Tenho uma opinião sobre o luva de pedreiro;0;2;0;I have an opinion about the mason's glove;neg;0.4280494645733005;0.5719505354266988;neutral;0.17;0.04;0.79;POSITIVE;0.999440610408783;0.000559389591217041;0.4438472407701238;Neutro
Scofield;miqueiasvieir10;2022-09-13 16:25:01+00:00;Luva de pedreiro precisa de acompanhamento psicológico isso sim ;0;1;0;Mason's glove needs psychological follow-up, yes;neg;0.3747429305912606;0.6252570694087393;neutral;0.2;0.1;0.69;POSITIVE;0.9656381607055664;0.034361839294433594;0.4437170360003419;Neutro
bernardo;blernardo;2022-09-13 22:00:40+00:00;primeiro a rainha agr o luva de pedreiro 😔;0;0;0;first the queen agr the mason's glove 😔;pos;0.5411315532004347;0.4588684467995664;neutral;0.2;0.31;0.5;POSITIVE;0.8818643093109131;0.11813569068908691;0.44355145311746585;Neutro
