Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets
Diário do Nordeste;diarioonline;2022-09-13 17:11:59+00:00;"O que aconteceu com Luva de Pedreiro? Veja o que se sabe até agora

https://t.co/yZamto1BMV";0;2;1
Zlatan;barcellossqqq;2022-09-13 17:11:54+00:00;Luva de pedreiro, a nossa Britney Spears;0;1;0
Fábio Müller;fabiomamuller;2022-09-13 17:11:44+00:00;Se eu falar que nunca vi absolutamente nenhuma graça nos vídeos do Luva de pedreiro vou ser cancelado?Nada pessoal contra ele,parece ser um cara do bem e bacana ver um cara pobre conquistar o que conquistou,mas o conteúdo dele não tinha graça nenhuma.Sem contar que era tudo igual;0;5;2
Alan Cacique;AlanCacique_;2022-09-13 17:11:42+00:00;O que muda na vida de alguém discutindo se Luva de Pedreiro é ou não influenciador? Deixem o garoto em paz.;0;1;0
PlayBoy🤴🏻;pqp_schmiedek;2022-09-13 17:11:26+00:00;qual foi do luva de pedreiro mane???;0;0;0
Flávio Silva De Lima 777;flaviofjv17;2022-09-13 17:11:07+00:00;@goleada_info Força e Melhoras @luvadepedreiro;0;0;0
𝕭𝖗𝖆𝖉𝖔𝖈𝖐⚡;joaoforza12;2022-09-13 17:11:05+00:00;@luvadepedreiro @Camila_Cabello @PepsiGlobal @pedrocertezabot  qual sua opinião?;0;0;0
Artur;arturart;2022-09-13 17:10:53+00:00;luva de pedreiro abandonou a carreira mesmo?;0;0;0
fe 🦇;fepmoreira;2022-09-13 17:10:51+00:00;e o luva de pedreiro parou de fazer vídeo então???  passadah;0;1;0
dani. ˚ʚ♡ɞ˚ | ck⁵;rsecoIoredboy;2022-09-13 17:10:51+00:00;"""criador de conteúdo luva de pedreiro"" https://t.co/s50ySA19gA";0;0;0
BARONI🦈;Leo_baroni16;2022-09-13 17:10:20+00:00;Luva de pedreiro vai virar é pedreiro mesmo abandoando a carreira de influenciador;0;0;0
Vinicius;VKunth;2022-09-13 17:10:15+00:00;"Luva de Pedreiro - Vida e Obra 
Direção: Wes Anderson";0;0;0
jorge suede;jorgesuede;2022-09-13 17:09:55+00:00;"eu não critico o luva de pedreiro ter decidido dar fim nessa vida de influenciador. é muuuuito difícil conseguir viralizar as coisas de uma forma orgânica, conseguir ter planejamento editorial, criatividade etc. 

só quem tem condições consegue (salvas raras excepções) fácil.";0;10;0
Guto 💫;guttembeerg;2022-09-13 17:09:47+00:00;No tt até luva de pedreiro tem hater, pqp;0;0;0
Bernardo 🦑;beduarte1;2022-09-13 17:09:34+00:00;Luva de Pedreiro escaralhou kkkkkkk https://t.co/2IuQfzQx9u;0;0;0
thayanne 🦖;thayekovic;2022-09-13 17:09:27+00:00;os papos do/sobre luva de pedreiro https://t.co/qU5N9o1pG0;0;0;0
VEJA PARANÁ;vejaparana;2022-09-13 17:09:23+00:00;"Luva de pedreiro, apaga todo conteúdo do Instagram e anuncia o fim da carreira 

No único vídeo existe em seu perfil no Instagram, ele diz que gravará mais vídeos e que cumprirá a agenda com as marcas que o patrocinam, "" Parei mesmo. Viver minha vida normal,sossegado. https://t.co/67R4qd6fcT";0;0;0
Come Chopp ✠;comechopp;2022-09-13 17:09:19+00:00;Essa exposição toda em torno de um cara que usava uma luva de pedreiro, chutava uma bola no gol e falava uns bordões é insana. Uma história que daria um episódio completo, com início, ascensão e o choque final de Black Mirror;0;3;2
annaᶜᵃᵐ;n4lice_;2022-09-13 17:09:15+00:00;tão jogando hate no luva de predreiro meu irmão no LUVA DE PEDREIRO;0;0;0
Arthur;xArthirio;2022-09-13 17:09:12+00:00;"Luva de pedreiro cansou de fingir agora que o Falcão botou ele pra trabalhar

aí ele jogou a toalha. Justo.";0;1;0
Palma;fellipepalma;2022-09-13 17:08:55+00:00;Luva de Pedreiro anunciou que vai parar com os vídeos, agora sim virei fã   RECEBA CARAI;0;3;0
Acorda DF;acorda_df;2022-09-13 17:08:47+00:00;"#LuvadePedreiro anuncia fim da carreira de influenciador

https://t.co/cc4jilXuVZ";0;0;0
Estragão 🗞️;_Estragao;2022-09-13 17:08:21+00:00;#EXCLUSIVO: Após calotes do empresário, Luva de Pedreiro cobra o dinheiro roubado, aposenta a luva, diz que vai abandonar a vida de influenciador e será apenas pedreiro: 'Devolva!' disse ele em entrevista  (Via @_Estragao) https://t.co/SH1ttU3z4l;0;21;8
september is suicide season!;KonoFaelDa;2022-09-13 17:08:19+00:00;Luva de pedreiro aposentou 🤣🤣🤣🍾🍾🍾🥳🥳🥳🥳;1;11;1
Willian Moraes;MoraesWillian_;2022-09-13 17:07:55+00:00;@leonardolunaofc @futebol_info O drama de luva de pedreiro. Morando de aluguel;0;0;0
assim falou sergio;sergjun;2022-09-13 17:07:51+00:00;"*timeskip de 5 anos*
veja como esta luva de pedreiro hoje em dia 
e aqueles MORANDO DE ALUGUEL em parateses";0;1;0
Cleiton Pinto;cleitonpintocp;2022-09-13 17:07:43+00:00;Se o luva de pedreiro quisesse mesmo parar com vida de influencer tinha apagado a conta e não somente os posts. Jogadinha de marketing e a galera caindo.;0;1;0
Coelhion©;coelhion;2022-09-13 17:07:36+00:00;"Eu acho que o ""abandono"" do Luva de Pedreiro é uma manobra de marketing. Certamente ele vai anunciar algo muito legal, novo e especial.";0;0;0
Yahoo Brasil;YahooBr;2022-09-13 17:07:13+00:00;Empresário do Luva de Pedreiro explica motivo da pausa e garante: 'Ele volta' https://t.co/ktexZsX0Sd #esportes;0;1;0
Yahoo Brasil;YahooBr;2022-09-13 17:07:08+00:00;Luva de Pedreiro: após anúncio de parada na carreira, web se solidariza com Iran Ferreira https://t.co/txqSEoHdh1 #esportes;0;1;0
Lucas Nascimento ✠;_01Sanchez;2022-09-13 17:07:06+00:00;Qual foi do k.o q deu com o Luva de Pedreiro?;0;0;0
Fala Josiane;falajosiane;2022-09-13 17:06:53+00:00;"Luva de Pedreiro infelizmente!
https://t.co/toJNk6hsBB https://t.co/owbAyBItHx";0;0;0
︎;dollynaro;2022-09-13 17:06:45+00:00;luva de pedreiro claramente tá no pó;0;1;0
𝑴𝒂𝒓𝒌𝒊𝒏ᶜᵃᵐ;Markin13CAM;2022-09-13 17:06:41+00:00;A mn foda-se luva de pedreiro, frescura do crlh;0;1;0
Andersomm;Handersom8;2022-09-13 17:06:40+00:00;"Luva de pedreiro se aposentou 
Glorias.!!";0;1;0
J. Kimanzi;JKimanzi_;2022-09-13 17:06:26+00:00;Eu queria entender o que se passa com Luva de Pedreiro🤔;0;0;0
Lumlkdoido♥️⚫;lumlkdoido;2022-09-13 17:06:21+00:00;@SolazerRio @TNTSportsBR @KhabyLame @luvadepedreiro Viu o resultado do cara ter que ficar fazendo graça pra maluco aplaudir!!! A verdade sempre vem!!!!;0;0;0
『Pether』;PetherPMR;2022-09-13 17:06:19+00:00;"Será que o Luva de Pedreiro apagou todos os vídeos mesmo ou privou?

Se apagou é triste...";0;0;0
Jon Vlogs;Jonvlogs;2022-09-13 17:06:12+00:00;"Pessoal nao cansa de julgar o Luva de Pedreiro, inveja é feio dms... Mlk veio do nada e teve q aguentar em poucos meses um monte de situacao chata envolvendo empresario, viajou igual doido p todo lado.. 

Deixa ele em paz e guarda essa inveja pra vc";2;896;23
PROPMARK;propmark;2022-09-13 17:05:44+00:00;"Luva de Pedreiro publicou um vídeo explicando a decisão após os seguidores estranharem o desaparecimento dos seus conteúdos

https://t.co/VPNsaL3eVG";0;2;0
FURIA Pandinha🐼;pandinhagamerr;2022-09-13 17:05:32+00:00;Eu entendo @luvadepedreiro esse mundo de internet deixa qualquer um doente. Fama dinheiro não é tudo infelizmente;0;4;0
Felipe;felipepacino;2022-09-13 17:05:22+00:00;Muito preocupado com a carreira do luva de pedreiro. sinto que ira mudar minha vida ele fazendo videos ou nao;0;0;0
Livramento Hoje;livramentohoje;2022-09-13 17:05:13+00:00;Luva de Pedreiro anuncia fim da carreira de influencer - https://t.co/Krgwx8KHwD;0;0;0
matheus;mattceIest;2022-09-13 17:05:04+00:00;confesso a vocês que se o meu  público fosse vários torcedores insuportáveis de futebol eu tomaria a mesma decisão do luva de pedreiro;0;0;0
Boca;rivaniolima;2022-09-13 17:05:00+00:00;"Se mesmo com tudo isso tu não se sentir feliz,me avisa que eu te mando o meu pix,aí tu me manda uma grana que eu faço https://t.co/ZRYoQ5EEHA cheio de dívidas parceiro.
Eu falaria Recebo!
#luvadepedreiro https://t.co/dUetMTrcP6";0;0;0
Fofoqueiro Obeso 🍿📽;fofoqueiroobeso;2022-09-13 17:04:58+00:00;"Humildade off-line! 📴📵

Luva de pedreiro, após faturar milhões com sua fama repentina, decide abandonar definitivamente o mundo digital e oficializa o término da sua carreira de influenciador digital. 

E aí, o que achou? https://t.co/GFsSBlJ4Nv";0;0;0
clara.;iwxclara;2022-09-13 17:04:58+00:00;"o luva de pedreiro é maluco? o cara hypado pra caralho, ganhando dinheiro pra caramba e vai encerrar a ""carreira""";0;0;0
PALACESII 𝗏𝖺𝗂𝖼𝖾 𝗍𝗋𝖺𝗍𝖺𝗋 𝗀𝖺𝗋𝗈𝗍𝖺🎗️;tiaucvairus;2022-09-13 17:04:50+00:00;luva de pedreiro se isso for um pedido de socorrro da um mortall triplo carpado pra trás https://t.co/m86kfrZ5dz;0;0;0
Torcedores.com;Torcedorescom;2022-09-13 17:04:48+00:00;"Luva de Pedreiro ""encerra"" carreira sem realizar grande sonho - https://t.co/Df7MAaJJwM";0;1;0
João Lucas Justen;joaolucasjusten;2022-09-13 17:04:38+00:00;@xzvitu @zlatansincero Confia no LUVA DE PEDREIRO então meu amigo;0;0;0
Slay tozatto;LeleiSlay;2022-09-13 17:04:31+00:00;@JoaquinTeixeira @luvadepedreiro Vai com Deus;0;0;0
Wellington;Well1984;2022-09-13 17:04:28+00:00;@Ema_zdf10 E o Luva de Pedreiro?;0;0;0
Boka;gab_henryq;2022-09-13 17:04:22+00:00;Luva de pedreiro fez exatamente oq eu faria: Ficou famoso pra depois pegar o dinheiro e sumir do mapa;0;0;0
Lumlkdoido♥️⚫;lumlkdoido;2022-09-13 17:04:17+00:00;@Carlinhoos21 @TNTSportsBR @KhabyLame @luvadepedreiro Viu a vida amargurada de quem era né!!! A verdade sempre vem!!!;0;0;0
Eddhi Santos;EddhiSantos;2022-09-13 17:04:13+00:00;"Luva de Pedreiro diz que vai parar de fazer vídeos e vai voltar com a vida ‘normal’

Essa é a história do cara que descobriu a felicidade num campinho de terra. 

O Rio Tejo não é mais belo do que o ""corgo"" que corta a minha aldeia.";0;0;0
LéoO;Leosk123;2022-09-13 17:04:13+00:00;Só foi preciso o Luva de Pedreiro participar de um evento com LOL, pra ele desistir da vida de famoso;1;2;0
Fep 👊;ManoFep;2022-09-13 17:04:07+00:00;Qria entender oq se passa na cabeça do luva de pedreiro;0;0;0
Emanuel Summers;emanuelsummers_;2022-09-13 17:04:06+00:00;"💵Você gosta de assistir vídeos? Sabia que é possível GANHAR DINHEIRO só assistindo a vídeos?. Sabia mais aqui ⤵️
https://t.co/s3wuHxqX6p

Luva de Pedreiro Apaga Vídeos da Rede Social e Anuncia Fim da Carreira Ele diz que vai voltar a viver uma vida sossegada.
#luvadepedreiro https://t.co/6u5Z6sZWLI";0;2;0
Henrique;14EleMesmo;2022-09-13 17:03:53+00:00;Luva de pedreiro não bate bem das ideias não;0;0;0
Boca;rivaniolima;2022-09-13 17:03:39+00:00;"Aí Luva de pedreiro,pega esse dinheiro que tu já ganhou,chama os teus amigos de verdade,vai viajar ,fazer churrasco,da risada,dormir tarde e jogar vídeo game,assistir filmes,arruma uma gata tbm.
#luvadepedreiro";1;0;0
Diário Momento;DiarioMomentoBr;2022-09-13 17:03:31+00:00;"""Sossegado"": Luva de Pedreiro anuncia fim da carreira após excluir vídeos

https://t.co/Pi8h2com0b

#AllandeJesus #Falcão #IranFerreira #LuvadePedreiro #Entretenimento https://t.co/KEfSrDzn6x";1;1;0
Luiz pow.. ☭ #GOpaiN ✠CRVG✠;hiiimluiz;2022-09-13 17:03:15+00:00;Qual foi do luva de pedreiro mano;0;0;0
Ana Carolina;anafrancabraz;2022-09-13 17:03:14+00:00;Só eu que percebi no vídeo que o luva não está com o semblante muito bom.... De qualquer forma desejo muita luz e felicidades no caminho dele #luvadepedreiro;0;0;0
André ˢᵖᶠᶜ;Lixo_Marxista;2022-09-13 17:03:10+00:00;e o luva de pedreiro em;0;0;0
SAC do Fla;SACdoFla;2022-09-13 17:02:58+00:00;"A questão do Luva de Pedreiro é a seguinte, ele nunca quis ser influenciador, o sonho dele era ser jogador de futebol, por isso ele gravava os videozinhos.

Como não foi possível realizar o sonho de jogar bola, ele também não quer ser “famoso”, preferiu seguir a vida dele.";0;1;0
Nathan Shine Chariot;Musashine_Shine;2022-09-13 17:02:55+00:00;Certeza q na cabeça do luva de pedreiro tem um hamster correndo numa esteira de 3 frases e é assim q o algoritmo dele funciona;0;0;0
Jaime Honorato;Honoratosama;2022-09-13 17:02:53+00:00;@DaniloGentili Aposentou de ser Luva, agora é só pedreiro mesmo.;0;0;0
Vagner Concientins;VConcientins;2022-09-13 17:02:37+00:00;Eai luva vai parar mesmo ? #luvadepedreiro #iranferreira #Caricature #caricatura #dibujo #drawing #sketch #pencil https://t.co/JywYCgbvYO;0;2;0
Cayan;VictorCayan;2022-09-13 17:02:37+00:00;adeus luva de pedreiro;0;0;0
Mundo Conectado;MundoConectadoo;2022-09-13 17:02:34+00:00;Luva de Pedreiro exclui publicações no Instagram e anuncia pausa na carreira de influenciador https://t.co/trtc3iAizj https://t.co/wU2qiWgqtF;0;2;0
Young, o Tomasi!;youngtomasi;2022-09-13 17:02:30+00:00;Luva de pedreiro mostrando na prática o quanto a indústria pode destruí com alguém, ser famoso é uma uma faca de dois gume e a qualquer momento isso pode matar você, tanto por fora ou por dentro.;0;1;0
Lalinha Bueno;Lalinha_Bueno;2022-09-13 17:02:25+00:00;@carolcanete hahaha, qdo eu vi eu pensei nisso, pq deve ser caro anunciar ali né? Mas dai entrei no link pra ver e não abriu nada, não sei se fizeram errado ou o se desativaram tipo luva de pedreiro;0;0;0
lavinia;lavipeti;2022-09-13 17:02:20+00:00;luva de pedreiro se aposentando... enem daqui dois meses.... suspeito 🤔🤔 https://t.co/1jj9HKn821;0;5;1
Pimento 🌶️;renanpimento;2022-09-13 17:02:11+00:00;Parem de falar que o luva de pedreiro é meu pai!!! 😭😩😭😩😭😩😭;0;0;0
Ed Araújo;EdAraujo42;2022-09-13 17:02:04+00:00;#BalancoGeralRJ Nada contra o Luva de Pedreiro, mas não sabia que digital influencer é profissão. Então quer dizer que não precisa mais estudar né? É cada idiotice, quanta gente burra.;0;1;0
ؘ;randomnick400;2022-09-13 17:02:04+00:00;Luva de pedreiro aposentou;0;0;0
Ralfe Reis;ralfereis;2022-09-13 17:01:50+00:00;Luva de Pedreiro exclui publicações no Instagram e diz que vai 'viver vida normal' https://t.co/EnvWHQsfEq;0;0;0
Alex X Ness™;Alex_nesS;2022-09-13 17:01:35+00:00;Abriu vaga pra luva de pedreiro em;0;0;0
Mauricio Pereira;Maumau13memo;2022-09-13 17:01:33+00:00;"Bora bill aposentou o luva de pedreiro será 🤔 ? 

#luvadepedreiro #borabill";0;0;0
rafael 力;R4fa_lou;2022-09-13 17:01:14+00:00;@alfredinhopinto @assisxx__ @hollandaapedro @FernandoIrado_ @RapMais @luvadepedreiro KKKKKKKKKKKKKKKKKK PERDI FOI TUDO AGR;0;0;0
thi ˢᶜᶜᵖ;thiagoaguileraf;2022-09-13 17:01:13+00:00;como assim o luva de pedreiro vai parar de fazer video?;0;0;0
Johnny Iommy;IommyJohnny;2022-09-13 17:01:06+00:00;"@JoaquinTeixeira @luvadepedreiro Esse Luva de Pedreiro é um pé no s*co com esse papo de ""receba"" 

Vai trabalhar numa obra e influenciar a peãozada! 😂😂😂😂 https://t.co/2UayprlIAa";0;0;0
Lucas #DropGameOver;luccas755;2022-09-13 17:01:04+00:00;Tava lendo os comentários desse tweet e agr to em dúvida, pq tanta gente odeia o Luva de Pedreiro? n sou fã dele mas pelo q eu sei o mlk n fez nada pra receber tanto ódio assim na real ele mais tomo no cu do q tudo por causa do antigo empresário https://t.co/VkftVxuokB;0;14;2
-- 𝓛𝓾𝓬𝓪𝓪𝓼 --;lucxs_rules;2022-09-13 17:01:03+00:00;Ai pelo amor de Deus, luva de pedreiro e bill, oque tenho a ver?;0;0;0
MITO22🇧🇷 AFAZENDA14;mitodosreality1;2022-09-13 17:00:59+00:00;@desativado_4a02 @sincerodia @DesembuxaON O luva de pedreiro já disse tchau pra fama 🤣🤣🤣🤣 https://t.co/wE7WZcA1mA;0;0;0
ronald 🦑;ronaldgarza;2022-09-13 17:00:50+00:00;quem é luva de pedreiro mdssss;0;0;0
Leandro Siqueira;vowtz;2022-09-13 17:00:48+00:00;"No Valuation do Luva de Pedreiro eu considerei que praticamente todo o valor dele estava na grana que ele faria dentro de 1 ano.

Pelas minhas estimativas, o valor total daria R$ 9 milhões.

Hoje, ele anunciou que vai encerrar a carreira.

É por isso que o risco era tão grande.";2;297;10
Jubão;juliasneira;2022-09-13 17:00:38+00:00;@luvadepedreiro pode passar o manto pra frente que eu aceito pai graças a Deus (me ajoelhando no chão, tirando a camisa e balançando) o melhor do mundo, receba! Bora que eu concluo a agenda, já tô preparado;0;0;0
Rica GomesTodeschini;Ricazinha;2022-09-13 17:00:24+00:00;"Luva de pedreiro é mais um entre as inúmeras fraudes que as redes sociais criam todo dia!!! 
E quem trabalha de verdade. É ignorado";0;1;0
Alexandra Perlingeiro ⚖🇧🇷;Ale_Perlingeiro;2022-09-13 17:00:11+00:00;"#BalançoGeralRJ
Acho que nosso luva de pedreiro não deveria parar, pq ele tem talento, mas acredito q seja até finalizar esse litígio judicial, q se for esse motivo, foi mto acertivo. Essa é minha visão como advogada, pois se fosse meu cliente daria essa orientação.";0;0;0
Pequeno Investidor;sirlanprado;2022-09-13 17:00:09+00:00;"#luvadepedreiro 
Nenhum dinheiro compra a liberdade.";0;0;0
alexandre;alexandredocas;2022-09-13 17:00:08+00:00;Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira: 'Vou viver minha vida normal e sossegado' | Bahia | G1 https://t.co/B4gIeoi9zY;0;0;0
FutbooBR 🇧🇷;FutbooBR;2022-09-13 17:00:04+00:00;"🥰 @luvadepedreiro completamente apaixonado passando por aqui

https://t.co/e6pbnXpLys";0;0;0
anna fã do lotH;annadaquebrada;2022-09-13 17:00:03+00:00;gente o luva de pedreiro, to mau.;0;1;0
Marte amogus kekw redpill based sigma chad;MarteChavezap;2022-09-13 17:00:01+00:00;Hater do Luva de Pedreiro é tudo mal amado;0;0;0
Jornal Correio;correio24horas;2022-09-13 17:00:01+00:00;"Luva de Pedreiro: excesso de trabalho e problema de saúde provocaram pausa na carreira https://t.co/WFoM4PQnb5

Baiano fez anúncio nesta terça-feira (13) #correio24h https://t.co/dVmBIS9RPE";0;8;1
Viniciu;viniciumelo;2022-09-13 16:59:48+00:00;luva de pedreiro sentiu o bil entrando;0;1;0
nicolle 💫 ||-//;nicollecom2lie;2022-09-13 16:59:45+00:00;Nem lembrava da existência do luva de pedreiro;0;0;0
Professor de Javanês;GeneralRocha;2022-09-13 16:59:45+00:00;Quem ta mais desanimado hj? Eu, o Luva de Pedreiro ou o Bolsonaro? https://t.co/Lk9JfOktWv;1;3;0
andreflauzino;andreflauzino;2022-09-13 16:59:29+00:00;@andreisac Daqui a pouco vc posta Luva de pedreiro ex ex influencer.;0;1;0
Vidal Neto 🇨🇦;SimoesVidal;2022-09-13 16:59:22+00:00;Luva de pedreiro e muito fora mesmo;0;0;0
Mony Alves ⚖🇧🇷💚💛;MonyAlves10;2022-09-13 16:59:22+00:00;A simplicidade do Luva de Pedreiro me encanta! Difícil um ser humano assim nos dias de hoje.  Desejo toda felicidade do mundo pra ele! O importante é estar em paz!!!;0;16;2
Zili;TheAlienZili;2022-09-13 16:59:19+00:00;o luva de pedreiro está certíssimo em deixar essa carreira de influenciador, n é nem porque ele é ruim, mas pq a internet é extremamente desgastante;0;0;0
Jogo Hoje;jogohojebr;2022-09-13 16:59:10+00:00;"Luva de Pedreiro apaga vídeos do Instagram e anuncia pausa na carreira de influenciador digital. 

https://t.co/5hcWRTqStM";0;0;0
Café Com Fezes;Cafe_Com_Fezes;2022-09-13 16:59:05+00:00;"S&amp;P caindo mais de 3% depois do anúncio do Luva de pedreiro sobre o fim da carreira, força guerreiro.";0;1;0
Mari.batalha;marisvilar;2022-09-13 16:59:03+00:00;@israinhaoficial @luvadepedreiro Fofooooo;0;0;0
Joao Manuel;JoaoLiberalismo;2022-09-13 16:58:54+00:00;"Luva de Pedreiro é mais uma VITIMA dos urubus que querem ganhar dinheiro facil nas costas dos outros e pouco se importando com o bem estar da pessoa.
Espero que  Luva de Pedreiro continue fazendo seus videos e o dinheiro que ele ganha do You Tube ja da para viver bem.";0;3;0
verde do violinista;rafaugustoo;2022-09-13 16:58:45+00:00;Luva de Pedreiro, o nosso Justin Bieber;0;0;0
alfredo pinto;alfredinhopinto;2022-09-13 16:58:42+00:00;@assisxx__ @hollandaapedro @FernandoIrado_ @RapMais @luvadepedreiro tu quer uma pika isso sim seu fudido kkkkkk;0;28;0
Simone;Simone98915117;2022-09-13 16:58:41+00:00;@gshow @luvadepedreiro Agora foca nos estudos! Já tem um bom empresário!!;0;0;0
OFuxico;ofuxico_oficial;2022-09-13 16:58:20+00:00;Iran Ferreira, Influencer conhecido como @luvadepedreiro , anunciou em suas redes que tomou a decisão de se afastar dos holofotes. Veja o comunicado: https://t.co/bfxZJgiYMv;0;2;0
pelucianaoBINARIAdaBellebelinha;amadalourdes;2022-09-13 16:58:16+00:00;Live de pedreiro kkkkk LUVA;0;0;0
CHAPELEI FUTEBOL;chapeleifut;2022-09-13 16:58:07+00:00;"FIM DE UMA HISTÓRIA!

Luva de pedreiro anuncia que irá encerrar a carreira de influenciador digital https://t.co/GcRlYrMYgt";0;0;0
bia;beacperezz;2022-09-13 16:58:06+00:00;ai gente tadinho do luva de pedreiro nao teve paz na fama;0;0;0
Ecos da notícia;Ecos_da_Noticia;2022-09-13 16:58:02+00:00;Cansou: carreira de influenciador é abandonada pelo luva de pedreiro em anuncio feito suas redes sociais https://t.co/iD5eDDPfWa;0;0;0
felix 🇧🇷;merdeste;2022-09-13 16:57:51+00:00;luva de pedreiro merece o mundo ❤️;0;0;0
Math Aloise ⛪️;matheusaloise;2022-09-13 16:57:44+00:00;Q loucura essa fita do Luva De Pedreiro parar de gravar os conteúdo, tava estouradao, depois de tudo que passou..;0;0;0
SocoNosRins 🐷🟢⚪️;SocoNosRins;2022-09-13 16:57:27+00:00;"vcs não vão falar do Luva de Pedreiro?
 #F90BR";0;0;0
Diego Lima;ofont;2022-09-13 16:57:12+00:00;LUVA DE PEDREIRO APAGA VÍDEOS DA REDE SOCIAL E ANUNCIA FIM DA CARREIRA https://t.co/qutoK5nnoQ via @YouTube;0;0;0
fabiofisio81;fabiofisioVK;2022-09-13 16:57:07+00:00;"O que faz um influenciador??? E esse Luva de Pedreiro influencia quem??? Influencia como??? Que país é esse que pessoas absolutamente comuns, sem graça, sem conteúdo tornam-se ""famosas""???? https://t.co/8KTPZNyXfk https://t.co/Xh3mjGivGl";0;0;0
Nick;Nolty__;2022-09-13 16:56:59+00:00;Queria saber a fofoca completa dessa história do luva de pedreiro;0;0;0
C A A H 💫;Ataldacaaah;2022-09-13 16:56:55+00:00;Luva de pedreiro desistiu de vez, coitado cara! 🥺🥺;0;0;0
RD👑;LuczsLima;2022-09-13 16:56:35+00:00;@AzevedGB Frase do luva de pedreiro viado kjkkkkkk;0;0;0
Oniverso Abominável;Oniabominavel;2022-09-13 16:56:28+00:00;"Fim do receba! O influenciador Iran de Santana Alves, mais conhecido como Luva de Pedreiro, anunciou em suas redes sociais que está encerrando a sua carreira como influenciador digital

https://t.co/c3l1nzNxEa https://t.co/XOnwATQZrl";0;0;0
CONSTANTINVS 🔴⚫;legatusrex;2022-09-13 16:56:28+00:00;Agora pode parar de usar a luva de pedreiro como cosplay e começar a trabalhar batendo uma laje de verdade https://t.co/vhTzwohDxn;0;0;0
lesado;qissolesado;2022-09-13 16:56:25+00:00;e o Luva de Pedreiro que aposentou kkkkk;0;0;0
Portal do Natan;NatanPortal;2022-09-13 16:56:17+00:00;Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira: ‘Vou viver minha vida normal e sossegado’ https://t.co/aDZ8TuARNL;0;0;0
davidT;theonlydavidt;2022-09-13 16:56:17+00:00;F pelo luva de pedreiro;0;1;0
Raroquim2000;gslopes1967;2022-09-13 16:56:03+00:00;@OuvidosF @JoaquinTeixeira @luvadepedreiro Kkkkkkk. Tô falando rango mesmo. Digo que se ele em breve voltar a vida que teve antes de famoso, ao menos não poderá reclamar do UP que a vida lhe deu por um período. Agora essas da DST, devem bater na porta dele todo dia chamando se meu amor.;0;0;0
☆☭ dUdX ☭☆;zzdudzzz;2022-09-13 16:55:57+00:00;mds os adolescente dando hate no luva de pedreiro pqp pior tipinho que tem é adolescente classe média;0;3;0
Arukia Sibelle;ArukiaSibelle;2022-09-13 16:55:57+00:00;Luva de pedreiro encerra a carreira. Ele sai dessa com muitas marcas. Não é fácil, uma pessoa simples  administrar tudo isso mesmo com uma boa equipe. https://t.co/sfuaT66qAZ;0;0;0
Vinny;_GoVinny;2022-09-13 16:55:34+00:00;Luva de Pedreiro está mentalmente esgotado de tanto ficar chutando bola;0;0;0
Yago Oliveira;7yagooliveira;2022-09-13 16:55:31+00:00;Qual foi do luva de pedreiro mn, o cara é sensacional, já tá se aposentando, aí é mancada😪;0;0;0
Lipim;Lipim07;2022-09-13 16:55:10+00:00;Perdoem meu frances, mas essa parada do luva de pedreiro ta com mó cara de ser por causa de vagina.;0;1;0
c silva;cspinhead;2022-09-13 16:54:53+00:00;Luva de pedreiro tá só na maracutaia,chega na copa, aí aparece com alguma presepada, marketing puro!!!!;0;1;0
wendel augusto;wendelgavioes;2022-09-13 16:54:53+00:00;Não vem falar de luva de pedreiro perto de mim não parça;0;1;0
Luciano;Iuciaano;2022-09-13 16:54:52+00:00;@marcoabacate @Lukefuu @siteptbr ué mas eu nunca vi o luva de pedreiro fazendo propaganda pra Apple;0;0;0
Alefe Dias;Le_Finn23;2022-09-13 16:54:47+00:00;"@Metropoles Brasil: um cara chuta uma bola e grita ""receba"" fica milionário, viaja o mundo e todo o resto tem que trabalhar e estudar pra tentar não morrer de fome. O luva de pedreiro já foi, e agora é quem? ""Bora Bill""?";0;13;0
Tupiniquim TV;TupiSports;2022-09-13 16:54:39+00:00;"GREVE?

Após Luva de Pedreiro anunciar que não irá mais trabalhar, Russell Westbrook decidiu se solidarizar:

""Nossa classe tem que ficar unida sempre!"", afirmou o armador. https://t.co/b9QBSXAAtg";1;151;1
вrυทα;eaimona7;2022-09-13 16:54:39+00:00;Só queria saber o motivo do Luva de pedreiro ter desistido da carreira dele assim;0;5;3
Douglas Carvalho ✠;CarvalhoDodo;2022-09-13 16:54:36+00:00;Luva de pedreiro quer é mt pica;0;0;0
KADU¹⁹⁰³🇪🇪;Kadu_1903;2022-09-13 16:54:32+00:00;@DaniloGentili Ela era servente de pedreiro, e usava a luva do pedreiro;0;0;0
Joker 🃏;CoringaSigma;2022-09-13 16:54:31+00:00;Bem que o Casimiro podia se aposentar ao invés do Luva de Pedreiro...;0;11;0
matheus castelani;mathecastelani;2022-09-13 16:54:29+00:00;@Fute_RS Luva de pedreiro bem pior;0;0;0
